"ParkName","Region","State","Year","RecreationVisits"
"Lake Clark NP & PRES","Alaska","AK","2000","6493"
"Lassen Volcanic NP","Pacific West","CA","2000","374911"
"Mammoth Cave NP","Southeast","KY","2000","1749268"
"Mesa Verde NP","Intermountain","CO","2000","452287"
"Mount Rainier NP","Pacific West","WA","2000","1344833"
"New River Gorge NP & PRES","Northeast","WV","2000","1132531"
"North Cascades NP","Pacific West","WA","2000","25704"
"Olympic NP","Pacific West","WA","2000","3327722"
"Petrified Forest NP","Intermountain","AZ","2000","605192"
"Pinnacles NP","Pacific West","CA","2000","162110"
"Redwood NP","Pacific West","CA","2000","383253"
"Rocky Mountain NP","Intermountain","CO","2000","3185392"
"Saguaro NP","Intermountain","AZ","2000","765195"
"Sequoia NP","Pacific West","CA","2000","838947"
"Shenandoah NP","Northeast","VA","2000","1419579"
"Theodore Roosevelt NP","Midwest","ND","2000","431813"
"Virgin Islands NP","Southeast","VI","2000","703992"
"Voyageurs NP","Midwest","MN","2000","227371"
"White Sands NP","Intermountain","NM","2000","515229"
"Wind Cave NP","Midwest","SD","2000","668507"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2000","28331"
"Yellowstone NP","Intermountain","WY","2000","2838233"
"Yosemite NP","Pacific West","CA","2000","3400903"
"Zion NP","Intermountain","UT","2000","2432348"
"Acadia NP","Northeast","ME","1999","2602227"
"Arches NP","Intermountain","UT","1999","869980"
"Badlands NP","Midwest","SD","1999","950453"
"Big Bend NP","Intermountain","TX","1999","327649"
"Biscayne NP","Southeast","FL","1999","442585"
"Black Canyon of the Gunnison NP","Intermountain","CO","1999","200142"
"Bryce Canyon NP","Intermountain","UT","1999","1081521"
"Canyonlands NP","Intermountain","UT","1999","446160"
"Capitol Reef NP","Intermountain","UT","1999","680153"
"Carlsbad Caverns NP","Intermountain","NM","1999","514418"
"Channel Islands NP","Pacific West","CA","1999","607057"
"Congaree NP","Southeast","SC","1999","82223"
"Crater Lake NP","Pacific West","OR","1999","417992"
"Cuyahoga Valley NP","Midwest","OH","1999","3324284"
"Death Valley NP","Pacific West","CA","1999","1227583"
"Denali NP & PRES","Alaska","AK","1999","386867"
"Dry Tortugas NP","Southeast","FL","1999","74186"
"Everglades NP","Southeast","FL","1999","1073982"
"Gates of the Arctic NP & PRES","Alaska","AK","1999","8166"
"Gateway Arch NP","Midwest","MO","1999","3481042"
"Glacier Bay NP & PRES","Alaska","AK","1999","442607"
"Glacier NP","Intermountain","MT","1999","1684604"
"Grand Canyon NP","Intermountain","AZ","1999","4575124"
"Grand Teton NP","Intermountain","WY","1999","2680025"
"Great Basin NP","Pacific West","NV","1999","90119"
"Great Sand Dunes NP & PRES","Intermountain","CO","1999","286745"
"Great Smoky Mountains NP","Southeast","TN","1999","10283598"
"Guadalupe Mountains NP","Intermountain","TX","1999","219591"
"Haleakala NP","Pacific West","HI","1999","1963187"
"Hawaii Volcanoes NP","Pacific West","HI","1999","1502855"
"Hot Springs NP","Midwest","AR","1999","1384469"
"Indiana Dunes NP","Midwest","IN","1999","1748047"
"Isle Royale NP","Midwest","MI","1999","23493"
"Joshua Tree NP","Pacific West","CA","1999","1316340"
"Katmai NP & PRES","Alaska","AK","1999","51399"
"Kenai Fjords NP","Alaska","AK","1999","290673"
"Kings Canyon NP","Pacific West","CA","1999","559534"
"Kobuk Valley NP","Alaska","AK","1999","6309"
"Lake Clark NP & PRES","Alaska","AK","1999","6190"
"Lassen Volcanic NP","Pacific West","CA","1999","353756"
"Mammoth Cave NP","Southeast","KY","1999","1710983"
"Mesa Verde NP","Intermountain","CO","1999","635736"
"Mount Rainier NP","Pacific West","WA","1999","1291397"
"New River Gorge NP & PRES","Northeast","WV","1999","1186501"
"North Cascades NP","Pacific West","WA","1999","21488"
"Olympic NP","Pacific West","WA","1999","3364266"
"Petrified Forest NP","Intermountain","AZ","1999","666978"
"Pinnacles NP","Pacific West","CA","1999","164854"
"Redwood NP","Pacific West","CA","1999","369726"
"Rocky Mountain NP","Intermountain","CO","1999","3186323"
"Saguaro NP","Intermountain","AZ","1999","749014"
"Sequoia NP","Pacific West","CA","1999","873229"
"Shenandoah NP","Northeast","VA","1999","1339286"
"Theodore Roosevelt NP","Midwest","ND","1999","431311"
"Virgin Islands NP","Southeast","VI","1999","425345"
"Voyageurs NP","Midwest","MN","1999","228898"
"White Sands NP","Intermountain","NM","1999","553948"
"Wind Cave NP","Midwest","SD","1999","761717"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1999","29252"
"Yellowstone NP","Intermountain","WY","1999","3131381"
"Yosemite NP","Pacific West","CA","1999","3493607"
"Zion NP","Intermountain","UT","1999","2449664"
"Acadia NP","Northeast","ME","1998","2594497"
"Arches NP","Intermountain","UT","1998","837161"
"Badlands NP","Midwest","SD","1998","1021049"
"Big Bend NP","Intermountain","TX","1998","338442"
"Biscayne NP","Southeast","FL","1998","403239"
"Black Canyon of the Gunnison NP","Intermountain","CO","1998","193451"
"Bryce Canyon NP","Intermountain","UT","1998","1166331"
"Canyonlands NP","Intermountain","UT","1998","436524"
"Capitol Reef NP","Intermountain","UT","1998","656026"
"Carlsbad Caverns NP","Intermountain","NM","1998","522076"
"Channel Islands NP","Pacific West","CA","1998","574270"
"Congaree NP","Southeast","SC","1998","93725"
"Crater Lake NP","Pacific West","OR","1998","471865"
"Cuyahoga Valley NP","Midwest","OH","1998","3467107"
"Death Valley NP","Pacific West","CA","1998","1177746"
"Denali NP & PRES","Alaska","AK","1998","372519"
"Dry Tortugas NP","Southeast","FL","1998","60136"
"Everglades NP","Southeast","FL","1998","1118215"
"Gates of the Arctic NP & PRES","Alaska","AK","1998","8266"
"Gateway Arch NP","Midwest","MO","1998","3420352"
"Glacier Bay NP & PRES","Alaska","AK","1998","403512"
"Glacier NP","Intermountain","MT","1998","1830944"
"Grand Canyon NP","Intermountain","AZ","1998","4239682"
"Grand Teton NP","Intermountain","WY","1998","2757060"
"Great Basin NP","Pacific West","NV","1998","80363"
"Great Sand Dunes NP & PRES","Intermountain","CO","1998","279768"
"Great Smoky Mountains NP","Southeast","TN","1998","9989395"
"Guadalupe Mountains NP","Intermountain","TX","1998","227924"
"Haleakala NP","Pacific West","HI","1998","1476842"
"Hawaii Volcanoes NP","Pacific West","HI","1998","1352373"
"Hot Springs NP","Midwest","AR","1998","1495993"
"Indiana Dunes NP","Midwest","IN","1998","2108789"
"Isle Royale NP","Midwest","MI","1998","23932"
"Joshua Tree NP","Pacific West","CA","1998","1410312"
"Katmai NP & PRES","Alaska","AK","1998","45470"
"Kenai Fjords NP","Alaska","AK","1998","263948"
"Kings Canyon NP","Pacific West","CA","1998","540212"
"Kobuk Valley NP","Alaska","AK","1998","5550"
"Lake Clark NP & PRES","Alaska","AK","1998","11335"
"Lassen Volcanic NP","Pacific West","CA","1998","318049"
"Mammoth Cave NP","Southeast","KY","1998","2113992"
"Mesa Verde NP","Intermountain","CO","1998","604556"
"Mount Rainier NP","Pacific West","WA","1998","1353793"
"New River Gorge NP & PRES","Northeast","WV","1998","1197649"
"North Cascades NP","Pacific West","WA","1998","32753"
"Olympic NP","Pacific West","WA","1998","3577007"
"Petrified Forest NP","Intermountain","AZ","1998","816506"
"Pinnacles NP","Pacific West","CA","1998","94639"
"Redwood NP","Pacific West","CA","1998","383188"
"Rocky Mountain NP","Intermountain","CO","1998","3035422"
"Saguaro NP","Intermountain","AZ","1998","716160"
"Sequoia NP","Pacific West","CA","1998","861303"
"Shenandoah NP","Northeast","VA","1998","1473100"
"Theodore Roosevelt NP","Midwest","ND","1998","448286"
"Virgin Islands NP","Southeast","VI","1998","556849"
"Voyageurs NP","Midwest","MN","1998","231958"
"White Sands NP","Intermountain","NM","1998","592957"
"Wind Cave NP","Midwest","SD","1998","849974"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1998","27859"
"Yellowstone NP","Intermountain","WY","1998","3120830"
"Yosemite NP","Pacific West","CA","1998","3657132"
"Zion NP","Intermountain","UT","1998","2370048"
"Acadia NP","Northeast","ME","1997","2760306"
"Arches NP","Intermountain","UT","1997","858525"
"Badlands NP","Midwest","SD","1997","970696"
"Big Bend NP","Intermountain","TX","1997","305882"
"Biscayne NP","Southeast","FL","1997","392069"
"Black Canyon of the Gunnison NP","Intermountain","CO","1997","209863"
"Bryce Canyon NP","Intermountain","UT","1997","1174824"
"Canyonlands NP","Intermountain","UT","1997","432697"
"Capitol Reef NP","Intermountain","UT","1997","625680"
"Carlsbad Caverns NP","Intermountain","NM","1997","540797"
"Channel Islands NP","Pacific West","CA","1997","488757"
"Congaree NP","Southeast","SC","1997","70716"
"Crater Lake NP","Pacific West","OR","1997","451548"
"Cuyahoga Valley NP","Midwest","OH","1997","3527837"
"Death Valley NP","Pacific West","CA","1997","1188212"
"Denali NP & PRES","Alaska","AK","1997","354278"
"Dry Tortugas NP","Southeast","FL","1997","47224"
"Everglades NP","Southeast","FL","1997","989532"
"Gates of the Arctic NP & PRES","Alaska","AK","1997","6949"
"Gateway Arch NP","Midwest","MO","1997","3420076"
"Glacier Bay NP & PRES","Alaska","AK","1997","347046"
"Glacier NP","Intermountain","MT","1997","1708856"
"Grand Canyon NP","Intermountain","AZ","1997","4791668"
"Grand Teton NP","Intermountain","WY","1997","2658762"
"Great Basin NP","Pacific West","NV","1997","90760"
"Great Sand Dunes NP & PRES","Intermountain","CO","1997","309855"
"Great Smoky Mountains NP","Southeast","TN","1997","9965075"
"Guadalupe Mountains NP","Intermountain","TX","1997","231980"
"Haleakala NP","Pacific West","HI","1997","1673561"
"Hawaii Volcanoes NP","Pacific West","HI","1997","1832087"
"Hot Springs NP","Midwest","AR","1997","1509596"
"Indiana Dunes NP","Midwest","IN","1997","1483782"
"Isle Royale NP","Midwest","MI","1997","21381"
"Joshua Tree NP","Pacific West","CA","1997","1226273"
"Katmai NP & PRES","Alaska","AK","1997","18802"
"Kenai Fjords NP","Alaska","AK","1997","306164"
"Kings Canyon NP","Pacific West","CA","1997","484718"
"Kobuk Valley NP","Alaska","AK","1997","2781"
"Lake Clark NP & PRES","Alaska","AK","1997","9173"
"Lassen Volcanic NP","Pacific West","CA","1997","391816"
"Mammoth Cave NP","Southeast","KY","1997","1997658"
"Mesa Verde NP","Intermountain","CO","1997","627720"
"Mount Rainier NP","Pacific West","WA","1997","1315773"
"New River Gorge NP & PRES","Northeast","WV","1997","1228242"
"North Cascades NP","Pacific West","WA","1997","27203"
"Olympic NP","Pacific West","WA","1997","3846709"
"Petrified Forest NP","Intermountain","AZ","1997","823266"
"Pinnacles NP","Pacific West","CA","1997","171971"
"Redwood NP","Pacific West","CA","1997","382488"
"Rocky Mountain NP","Intermountain","CO","1997","2965354"
"Saguaro NP","Intermountain","AZ","1997","739410"
"Sequoia NP","Pacific West","CA","1997","1008931"
"Shenandoah NP","Northeast","VA","1997","1587790"
"Theodore Roosevelt NP","Midwest","ND","1997","393265"
"Virgin Islands NP","Southeast","VI","1997","592537"
"Voyageurs NP","Midwest","MN","1997","223418"
"White Sands NP","Intermountain","NM","1997","629507"
"Wind Cave NP","Midwest","SD","1997","832033"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1997","31833"
"Yellowstone NP","Intermountain","WY","1997","2889513"
"Yosemite NP","Pacific West","CA","1997","3669970"
"Zion NP","Intermountain","UT","1997","2445534"
"Acadia NP","Northeast","ME","1996","2704831"
"Arches NP","Intermountain","UT","1996","856016"
"Badlands NP","Midwest","SD","1996","1024705"
"Big Bend NP","Intermountain","TX","1996","279454"
"Biscayne NP","Southeast","FL","1996","338603"
"Black Canyon of the Gunnison NP","Intermountain","CO","1996","200125"
"Bryce Canyon NP","Intermountain","UT","1996","1269600"
"Canyonlands NP","Intermountain","UT","1996","447527"
"Capitol Reef NP","Intermountain","UT","1996","678012"
"Carlsbad Caverns NP","Intermountain","NM","1996","557217"
"Channel Islands NP","Pacific West","CA","1996","490715"
"Congaree NP","Southeast","SC","1996","62614"
"Crater Lake NP","Pacific West","OR","1996","476957"
"Cuyahoga Valley NP","Midwest","OH","1996","3455878"
"Death Valley NP","Pacific West","CA","1996","1189215"
"Denali NP & PRES","Alaska","AK","1996","341385"
"Dry Tortugas NP","Southeast","FL","1996","35127"
"Everglades NP","Southeast","FL","1996","890167"
"Gates of the Arctic NP & PRES","Alaska","AK","1996","6448"
"Gateway Arch NP","Midwest","MO","1996","3649308"
"Glacier Bay NP & PRES","Alaska","AK","1996","304374"
"Glacier NP","Intermountain","MT","1996","1720805"
"Grand Canyon NP","Intermountain","AZ","1996","4537703"
"Grand Teton NP","Intermountain","WY","1996","2733439"
"Great Basin NP","Pacific West","NV","1996","86635"
"Great Sand Dunes NP & PRES","Intermountain","CO","1996","309283"
"Great Smoky Mountains NP","Southeast","TN","1996","9265667"
"Guadalupe Mountains NP","Intermountain","TX","1996","223485"
"Haleakala NP","Pacific West","HI","1996","1553344"
"Hawaii Volcanoes NP","Pacific West","HI","1996","1231557"
"Hot Springs NP","Midwest","AR","1996","1538105"
"Indiana Dunes NP","Midwest","IN","1996","1526166"
"Isle Royale NP","Midwest","MI","1996","23445"
"Joshua Tree NP","Pacific West","CA","1996","1095046"
"Kenai Fjords NP","Alaska","AK","1996","274034"
"Kings Canyon NP","Pacific West","CA","1996","502749"
"Kobuk Valley NP","Alaska","AK","1996","2781"
"Lake Clark NP & PRES","Alaska","AK","1996","12727"
"Lassen Volcanic NP","Pacific West","CA","1996","351632"
"Mammoth Cave NP","Southeast","KY","1996","1896829"
"Mesa Verde NP","Intermountain","CO","1996","617360"
"Mount Rainier NP","Pacific West","WA","1996","1338961"
"New River Gorge NP & PRES","Northeast","WV","1996","1237637"
"North Cascades NP","Pacific West","WA","1996","27910"
"Olympic NP","Pacific West","WA","1996","3348723"
"Petrified Forest NP","Intermountain","AZ","1996","829495"
"Pinnacles NP","Pacific West","CA","1996","164465"
"Redwood NP","Pacific West","CA","1996","426938"
"Rocky Mountain NP","Intermountain","CO","1996","2923755"
"Saguaro NP","Intermountain","AZ","1996","671643"
"Sequoia NP","Pacific West","CA","1996","838060"
"Shenandoah NP","Northeast","VA","1996","1571019"
"Theodore Roosevelt NP","Midwest","ND","1996","436081"
"Virgin Islands NP","Southeast","VI","1996","475942"
"Voyageurs NP","Midwest","MN","1996","246588"
"White Sands NP","Intermountain","NM","1996","616699"
"Wind Cave NP","Midwest","SD","1996","781171"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1996","31467"
"Yellowstone NP","Intermountain","WY","1996","3012171"
"Yosemite NP","Pacific West","CA","1996","4046207"
"Zion NP","Intermountain","UT","1996","2498001"
"Acadia NP","Northeast","ME","1995","2845378"
"Arches NP","Intermountain","UT","1995","859374"
"Badlands NP","Midwest","SD","1995","1075569"
"Big Bend NP","Intermountain","TX","1995","295460"
"Biscayne NP","Southeast","FL","1995","584519"
"Black Canyon of the Gunnison NP","Intermountain","CO","1995","221113"
"Bryce Canyon NP","Intermountain","UT","1995","994548"
"Canyonlands NP","Intermountain","UT","1995","448769"
"Capitol Reef NP","Intermountain","UT","1995","648864"
"Carlsbad Caverns NP","Intermountain","NM","1995","588609"
"Channel Islands NP","Pacific West","CA","1995","525882"
"Congaree NP","Southeast","SC","1995","67949"
"Crater Lake NP","Pacific West","OR","1995","496041"
"Cuyahoga Valley NP","Midwest","OH","1995","3195207"
"Death Valley NP","Pacific West","CA","1995","1109421"
"Denali NP & PRES","Alaska","AK","1995","543309"
"Dry Tortugas NP","Southeast","FL","1995","32870"
"Everglades NP","Southeast","FL","1995","820466"
"Gates of the Arctic NP & PRES","Alaska","AK","1995","7074"
"Gateway Arch NP","Midwest","MO","1995","3234977"
"Glacier Bay NP & PRES","Alaska","AK","1995","252265"
"Glacier NP","Intermountain","MT","1995","1839518"
"Grand Canyon NP","Intermountain","AZ","1995","4557645"
"Grand Teton NP","Intermountain","WY","1995","2731015"
"Great Basin NP","Pacific West","NV","1995","87829"
"Great Sand Dunes NP & PRES","Intermountain","CO","1995","323663"
"Great Smoky Mountains NP","Southeast","TN","1995","9080420"
"Guadalupe Mountains NP","Intermountain","TX","1995","208972"
"Haleakala NP","Pacific West","HI","1995","1594596"
"Hawaii Volcanoes NP","Pacific West","HI","1995","1175028"
"Hot Springs NP","Midwest","AR","1995","1617077"
"Indiana Dunes NP","Midwest","IN","1995","1696488"
"Isle Royale NP","Midwest","MI","1995","23470"
"Joshua Tree NP","Pacific West","CA","1995","1235702"
"Katmai NP & PRES","Alaska","AK","1995","0"
"Kenai Fjords NP","Alaska","AK","1995","230657"
"Kings Canyon NP","Pacific West","CA","1995","832794"
"Kobuk Valley NP","Alaska","AK","1995","2781"
"Lake Clark NP & PRES","Alaska","AK","1995","12698"
"Lassen Volcanic NP","Pacific West","CA","1995","351001"
"Mammoth Cave NP","Southeast","KY","1995","1935709"
"Mesa Verde NP","Intermountain","CO","1995","663794"
"Mount Rainier NP","Pacific West","WA","1995","1438227"
"New River Gorge NP & PRES","Northeast","WV","1995","1177238"
"North Cascades NP","Pacific West","WA","1995","65984"
"Olympic NP","Pacific West","WA","1995","3658615"
"Petrified Forest NP","Intermountain","AZ","1995","935065"
"Pinnacles NP","Pacific West","CA","1995","177527"
"Redwood NP","Pacific West","CA","1995","552464"
"Rocky Mountain NP","Intermountain","CO","1995","2878169"
"Saguaro NP","Intermountain","AZ","1995","732813"
"Sequoia NP","Pacific West","CA","1995","844582"
"Shenandoah NP","Northeast","VA","1995","1757794"
"Theodore Roosevelt NP","Midwest","ND","1995","460699"
"Virgin Islands NP","Southeast","VI","1995","536058"
"Voyageurs NP","Midwest","MN","1995","210938"
"White Sands NP","Intermountain","NM","1995","604796"
"Wind Cave NP","Midwest","SD","1995","805688"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1995","54430"
"Yellowstone NP","Intermountain","WY","1995","3125285"
"Yosemite NP","Pacific West","CA","1995","3958406"
"Zion NP","Intermountain","UT","1995","2430162"
"Acadia NP","Northeast","ME","1994","2710749"
"Arches NP","Intermountain","UT","1994","777178"
"Badlands NP","Midwest","SD","1994","1130459"
"Big Bend NP","Intermountain","TX","1994","330417"
"Biscayne NP","Southeast","FL","1994","25147"
"Black Canyon of the Gunnison NP","Intermountain","CO","1994","214194"
"Bryce Canyon NP","Intermountain","UT","1994","1028134"
"Canyonlands NP","Intermountain","UT","1994","429921"
"Capitol Reef NP","Intermountain","UT","1994","605324"
"Carlsbad Caverns NP","Intermountain","NM","1994","617087"
"Channel Islands NP","Pacific West","CA","1994","175226"
"Congaree NP","Southeast","SC","1994","67756"
"Crater Lake NP","Pacific West","OR","1994","454215"
"Cuyahoga Valley NP","Midwest","OH","1994","3266401"
"Death Valley NP","Pacific West","CA","1994","971487"
"Denali NP & PRES","Alaska","AK","1994","490311"
"Dry Tortugas NP","Southeast","FL","1994","16736"
"Everglades NP","Southeast","FL","1994","886455"
"Gates of the Arctic NP & PRES","Alaska","AK","1994","1726"
"Gateway Arch NP","Midwest","MO","1994","2553696"
"Glacier Bay NP & PRES","Alaska","AK","1994","250614"
"Glacier NP","Intermountain","MT","1994","2152989"
"Grand Canyon NP","Intermountain","AZ","1994","4364316"
"Grand Teton NP","Intermountain","WY","1994","2540699"
"Great Basin NP","Pacific West","NV","1994","88024"
"Great Sand Dunes NP & PRES","Intermountain","CO","1994","312225"
"Great Smoky Mountains NP","Southeast","TN","1994","8628174"
"Guadalupe Mountains NP","Intermountain","TX","1994","203520"
"Haleakala NP","Pacific West","HI","1994","1527329"
"Hawaii Volcanoes NP","Pacific West","HI","1994","1174289"
"Hot Springs NP","Midwest","AR","1994","1618847"
"Indiana Dunes NP","Midwest","IN","1994","1699958"
"Isle Royale NP","Midwest","MI","1994","24843"
"Joshua Tree NP","Pacific West","CA","1994","1184871"
"Katmai NP & PRES","Alaska","AK","1994","55728"
"Kenai Fjords NP","Alaska","AK","1994","209516"
"Kings Canyon NP","Pacific West","CA","1994","725930"
"Kobuk Valley NP","Alaska","AK","1994","2781"
"Lake Clark NP & PRES","Alaska","AK","1994","12143"
"Lassen Volcanic NP","Pacific West","CA","1994","385489"
"Mammoth Cave NP","Southeast","KY","1994","2009935"
"Mesa Verde NP","Intermountain","CO","1994","685031"
"Mount Rainier NP","Pacific West","WA","1994","1426244"
"New River Gorge NP & PRES","Northeast","WV","1994","1079994"
"North Cascades NP","Pacific West","WA","1994","19323"
"Olympic NP","Pacific West","WA","1994","3381573"
"Petrified Forest NP","Intermountain","AZ","1994","922927"
"Pinnacles NP","Pacific West","CA","1994","172642"
"Redwood NP","Pacific West","CA","1994","475033"
"Rocky Mountain NP","Intermountain","CO","1994","2968450"
"Saguaro NP","Intermountain","AZ","1994","768685"
"Sequoia NP","Pacific West","CA","1994","1034133"
"Shenandoah NP","Northeast","VA","1994","1926883"
"Theodore Roosevelt NP","Midwest","ND","1994","505349"
"Virgin Islands NP","Southeast","VI","1994","635291"
"Voyageurs NP","Midwest","MN","1994","224181"
"White Sands NP","Intermountain","NM","1994","583061"
"Wind Cave NP","Midwest","SD","1994","871061"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1994","50146"
"Yellowstone NP","Intermountain","WY","1994","3046145"
"Yosemite NP","Pacific West","CA","1994","3962117"
"Zion NP","Intermountain","UT","1994","2270871"
"Acadia NP","Northeast","ME","1993","2656034"
"Arches NP","Intermountain","UT","1993","773678"
"Badlands NP","Midwest","SD","1993","1179458"
"Big Bend NP","Intermountain","TX","1993","327907"
"Biscayne NP","Southeast","FL","1993","19950"
"Black Canyon of the Gunnison NP","Intermountain","CO","1993","319322"
"Bryce Canyon NP","Intermountain","UT","1993","1107951"
"Canyonlands NP","Intermountain","UT","1993","434844"
"Capitol Reef NP","Intermountain","UT","1993","610707"
"Carlsbad Caverns NP","Intermountain","NM","1993","687161"
"Channel Islands NP","Pacific West","CA","1993","184867"
"Congaree NP","Southeast","SC","1993","54669"
"Crater Lake NP","Pacific West","OR","1993","381747"
"Cuyahoga Valley NP","Midwest","OH","1993","2266139"
"Death Valley NP","Pacific West","CA","1993","998474"
"Denali NP & PRES","Alaska","AK","1993","505565"
"Dry Tortugas NP","Southeast","FL","1993","24020"
"Everglades NP","Southeast","FL","1993","973706"
"Gates of the Arctic NP & PRES","Alaska","AK","1993","2245"
"Gateway Arch NP","Midwest","MO","1993","2539740"
"Glacier Bay NP & PRES","Alaska","AK","1993","242276"
"Glacier NP","Intermountain","MT","1993","2141704"
"Grand Canyon NP","Intermountain","AZ","1993","4575602"
"Grand Teton NP","Intermountain","WY","1993","2568689"
"Great Basin NP","Pacific West","NV","1993","91915"
"Great Sand Dunes NP & PRES","Intermountain","CO","1993","294282"
"Great Smoky Mountains NP","Southeast","TN","1993","9283848"
"Guadalupe Mountains NP","Intermountain","TX","1993","201054"
"Haleakala NP","Pacific West","HI","1993","1317433"
"Hawaii Volcanoes NP","Pacific West","HI","1993","1143741"
"Hot Springs NP","Midwest","AR","1993","1477299"
"Indiana Dunes NP","Midwest","IN","1993","1763094"
"Isle Royale NP","Midwest","MI","1993","21983"
"Joshua Tree NP","Pacific West","CA","1993","1252401"
"Katmai NP & PRES","Alaska","AK","1993","53421"
"Kenai Fjords NP","Alaska","AK","1993","189712"
"Kings Canyon NP","Pacific West","CA","1993","636515"
"Kobuk Valley NP","Alaska","AK","1993","2816"
"Lake Clark NP & PRES","Alaska","AK","1993","12153"
"Lassen Volcanic NP","Pacific West","CA","1993","434264"
"Mammoth Cave NP","Southeast","KY","1993","2396234"
"Mesa Verde NP","Intermountain","CO","1993","666054"
"Mount Rainier NP","Pacific West","WA","1993","1365213"
"New River Gorge NP & PRES","Northeast","WV","1993","1005598"
"North Cascades NP","Pacific West","WA","1993","21378"
"Olympic NP","Pacific West","WA","1993","2679598"
"Petrified Forest NP","Intermountain","AZ","1993","936429"
"Pinnacles NP","Pacific West","CA","1993","194757"
"Redwood NP","Pacific West","CA","1993","421027"
"Rocky Mountain NP","Intermountain","CO","1993","2780342"
"Saguaro NP","Intermountain","AZ","1993","828267"
"Sequoia NP","Pacific West","CA","1993","1066552"
"Shenandoah NP","Northeast","VA","1993","1951366"
"Theodore Roosevelt NP","Midwest","ND","1993","475160"
"Virgin Islands NP","Southeast","VI","1993","807093"
"Voyageurs NP","Midwest","MN","1993","228143"
"White Sands NP","Intermountain","NM","1993","611252"
"Wind Cave NP","Midwest","SD","1993","537075"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1993","45335"
"Yellowstone NP","Intermountain","WY","1993","2912193"
"Yosemite NP","Pacific West","CA","1993","3839645"
"Zion NP","Intermountain","UT","1993","2392580"
"Acadia NP","Northeast","ME","1992","2382113"
"Arches NP","Intermountain","UT","1992","799831"
"Badlands NP","Midwest","SD","1992","1205297"
"Big Bend NP","Intermountain","TX","1992","294535"
"Biscayne NP","Southeast","FL","1992","307512"
"Black Canyon of the Gunnison NP","Intermountain","CO","1992","337209"
"Bryce Canyon NP","Intermountain","UT","1992","1018174"
"Canyonlands NP","Intermountain","UT","1992","395698"
"Capitol Reef NP","Intermountain","UT","1992","675837"
"Carlsbad Caverns NP","Intermountain","NM","1992","688742"
"Channel Islands NP","Pacific West","CA","1992","169181"
"Congaree NP","Southeast","SC","1992","40018"
"Crater Lake NP","Pacific West","OR","1992","461668"
"Cuyahoga Valley NP","Midwest","OH","1992","1430382"
"Death Valley NP","Pacific West","CA","1992","869183"
"Denali NP & PRES","Alaska","AK","1992","503674"
"Dry Tortugas NP","Southeast","FL","1992","21581"
"Everglades NP","Southeast","FL","1992","1025686"
"Gates of the Arctic NP & PRES","Alaska","AK","1992","2116"
"Gateway Arch NP","Midwest","MO","1992","2415514"
"Glacier Bay NP & PRES","Alaska","AK","1992","211424"
"Glacier NP","Intermountain","MT","1992","2199767"
"Grand Canyon NP","Intermountain","AZ","1992","4203545"
"Grand Teton NP","Intermountain","WY","1992","1744636"
"Great Basin NP","Pacific West","NV","1992","69144"
"Great Sand Dunes NP & PRES","Intermountain","CO","1992","290654"
"Great Smoky Mountains NP","Southeast","TN","1992","8931690"
"Guadalupe Mountains NP","Intermountain","TX","1992","175120"
"Haleakala NP","Pacific West","HI","1992","1183124"
"Hawaii Volcanoes NP","Pacific West","HI","1992","1151661"
"Hot Springs NP","Midwest","AR","1992","1504013"
"Indiana Dunes NP","Midwest","IN","1992","1973098"
"Isle Royale NP","Midwest","MI","1992","22728"
"Joshua Tree NP","Pacific West","CA","1992","1220539"
"Katmai NP & PRES","Alaska","AK","1992","46196"
"Kenai Fjords NP","Alaska","AK","1992","108130"
"Kings Canyon NP","Pacific West","CA","1992","637446"
"Kobuk Valley NP","Alaska","AK","1992","2829"
"Lake Clark NP & PRES","Alaska","AK","1992","9233"
"Lassen Volcanic NP","Pacific West","CA","1992","468011"
"Mammoth Cave NP","Southeast","KY","1992","2392858"
"Mesa Verde NP","Intermountain","CO","1992","742080"
"Mount Rainier NP","Pacific West","WA","1992","1522057"
"New River Gorge NP & PRES","Northeast","WV","1992","940310"
"North Cascades NP","Pacific West","WA","1992","20295"
"Olympic NP","Pacific West","WA","1992","3030195"
"Petrified Forest NP","Intermountain","AZ","1992","930031"
"Pinnacles NP","Pacific West","CA","1992","191683"
"Redwood NP","Pacific West","CA","1992","387781"
"Rocky Mountain NP","Intermountain","CO","1992","2788868"
"Saguaro NP","Intermountain","AZ","1992","810059"
"Sequoia NP","Pacific West","CA","1992","961095"
"Shenandoah NP","Northeast","VA","1992","1822193"
"Theodore Roosevelt NP","Midwest","ND","1992","475937"
"Virgin Islands NP","Southeast","VI","1992","772470"
"Voyageurs NP","Midwest","MN","1992","227498"
"White Sands NP","Intermountain","NM","1992","590371"
"Wind Cave NP","Midwest","SD","1992","660296"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1992","42229"
